	src	dest	pathway	source	type	src_tf	dest_tf	species
Fgf21_Fgfr1	Fgf21	Fgfr1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr1	Fgf21	Fgfr1	Thermogenesis	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr1	Fgf21	Fgfr1	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr1	Fgf21	Fgfr1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr1	Fgf21	Fgfr1	Melanoma	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr1	Fgf21	Fgfr1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr2	Fgf21	Fgfr2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr2	Fgf21	Fgfr2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr2	Fgf21	Fgfr2	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr2	Fgf21	Fgfr2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr2	Fgf21	Fgfr2	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr2	Fgf21	Fgfr2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr2	Fgf21	Fgfr2	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr3	Fgf21	Fgfr3	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr3	Fgf21	Fgfr3	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr3	Fgf21	Fgfr3	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr3	Fgf21	Fgfr3	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr3	Fgf21	Fgfr3	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf21_Fgfr3	Fgf21	Fgfr3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr1	Fgf22	Fgfr1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr1	Fgf22	Fgfr1	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr1	Fgf22	Fgfr1	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr1	Fgf22	Fgfr1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr1	Fgf22	Fgfr1	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr1	Fgf22	Fgfr1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr1	Fgf22	Fgfr1	Melanoma	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr1	Fgf22	Fgfr1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr2	Fgf22	Fgfr2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr2	Fgf22	Fgfr2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr2	Fgf22	Fgfr2	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr2	Fgf22	Fgfr2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr2	Fgf22	Fgfr2	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr2	Fgf22	Fgfr2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf22_Fgfr2	Fgf22	Fgfr2	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr1	Fgf23	Fgfr1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr1	Fgf23	Fgfr1	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr1	Fgf23	Fgfr1	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr1	Fgf23	Fgfr1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr1	Fgf23	Fgfr1	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr1	Fgf23	Fgfr1	Parathyroid hormone synthesis, secretion and action	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr1	Fgf23	Fgfr1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr1	Fgf23	Fgfr1	Melanoma	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr1	Fgf23	Fgfr1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr2	Fgf23	Fgfr2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr2	Fgf23	Fgfr2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr2	Fgf23	Fgfr2	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr2	Fgf23	Fgfr2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr2	Fgf23	Fgfr2	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr2	Fgf23	Fgfr2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr2	Fgf23	Fgfr2	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr3	Fgf23	Fgfr3	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr3	Fgf23	Fgfr3	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr3	Fgf23	Fgfr3	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr3	Fgf23	Fgfr3	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr3	Fgf23	Fgfr3	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr3	Fgf23	Fgfr3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr4	Fgf23	Fgfr4	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr4	Fgf23	Fgfr4	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr4	Fgf23	Fgfr4	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr4	Fgf23	Fgfr4	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr4	Fgf23	Fgfr4	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf23_Fgfr4	Fgf23	Fgfr4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	Proteoglycans in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	Melanoma	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr1	Fgf2	Fgfr1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr2	Fgf2	Fgfr2	EGFR tyrosine kinase inhibitor resistance	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr2	Fgf2	Fgfr2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr2	Fgf2	Fgfr2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr2	Fgf2	Fgfr2	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr2	Fgf2	Fgfr2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr2	Fgf2	Fgfr2	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr2	Fgf2	Fgfr2	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr2	Fgf2	Fgfr2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr2	Fgf2	Fgfr2	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr3	Fgf2	Fgfr3	EGFR tyrosine kinase inhibitor resistance	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr3	Fgf2	Fgfr3	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr3	Fgf2	Fgfr3	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr3	Fgf2	Fgfr3	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr3	Fgf2	Fgfr3	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr3	Fgf2	Fgfr3	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr3	Fgf2	Fgfr3	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr3	Fgf2	Fgfr3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr4	Fgf2	Fgfr4	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr4	Fgf2	Fgfr4	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr4	Fgf2	Fgfr4	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr4	Fgf2	Fgfr4	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr4	Fgf2	Fgfr4	Signaling pathways regulating pluripotency of stem cells	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr4	Fgf2	Fgfr4	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Fgfr4	Fgf2	Fgfr4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Kit	Fgf2	Kit	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Kit	Fgf2	Kit	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Kit	Fgf2	Kit	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf2_Kit	Fgf2	Kit	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr1	Fgf3	Fgfr1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr1	Fgf3	Fgfr1	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr1	Fgf3	Fgfr1	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr1	Fgf3	Fgfr1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr1	Fgf3	Fgfr1	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr1	Fgf3	Fgfr1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr1	Fgf3	Fgfr1	Melanoma	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr1	Fgf3	Fgfr1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr2	Fgf3	Fgfr2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr2	Fgf3	Fgfr2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr2	Fgf3	Fgfr2	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr2	Fgf3	Fgfr2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr2	Fgf3	Fgfr2	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr2	Fgf3	Fgfr2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr2	Fgf3	Fgfr2	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr3	Fgf3	Fgfr3	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr3	Fgf3	Fgfr3	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr3	Fgf3	Fgfr3	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr3	Fgf3	Fgfr3	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr3	Fgf3	Fgfr3	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf3_Fgfr3	Fgf3	Fgfr3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr1	Fgf4	Fgfr1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr1	Fgf4	Fgfr1	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr1	Fgf4	Fgfr1	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr1	Fgf4	Fgfr1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr1	Fgf4	Fgfr1	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr1	Fgf4	Fgfr1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr1	Fgf4	Fgfr1	Melanoma	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr1	Fgf4	Fgfr1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr2	Fgf4	Fgfr2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr2	Fgf4	Fgfr2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr2	Fgf4	Fgfr2	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr2	Fgf4	Fgfr2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr2	Fgf4	Fgfr2	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr2	Fgf4	Fgfr2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr2	Fgf4	Fgfr2	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr3	Fgf4	Fgfr3	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr3	Fgf4	Fgfr3	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr3	Fgf4	Fgfr3	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr3	Fgf4	Fgfr3	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr3	Fgf4	Fgfr3	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr3	Fgf4	Fgfr3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr4	Fgf4	Fgfr4	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr4	Fgf4	Fgfr4	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr4	Fgf4	Fgfr4	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr4	Fgf4	Fgfr4	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr4	Fgf4	Fgfr4	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf4_Fgfr4	Fgf4	Fgfr4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr1	Fgf5	Fgfr1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr1	Fgf5	Fgfr1	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr1	Fgf5	Fgfr1	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr1	Fgf5	Fgfr1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr1	Fgf5	Fgfr1	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr1	Fgf5	Fgfr1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr1	Fgf5	Fgfr1	Melanoma	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr1	Fgf5	Fgfr1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr2	Fgf5	Fgfr2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr2	Fgf5	Fgfr2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr2	Fgf5	Fgfr2	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr2	Fgf5	Fgfr2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr2	Fgf5	Fgfr2	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr2	Fgf5	Fgfr2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr2	Fgf5	Fgfr2	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr3	Fgf5	Fgfr3	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr3	Fgf5	Fgfr3	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr3	Fgf5	Fgfr3	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr3	Fgf5	Fgfr3	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr3	Fgf5	Fgfr3	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr3	Fgf5	Fgfr3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr4	Fgf5	Fgfr4	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr4	Fgf5	Fgfr4	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr4	Fgf5	Fgfr4	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr4	Fgf5	Fgfr4	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr4	Fgf5	Fgfr4	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr4	Fgf5	Fgfr4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf5_Fgfr4	Fgf5	Fgfr4	Signaling Pathways	Reactome	Control(indirect)	NO	NO	Mouse
Fgf5_Fgfr4	Fgf5	Fgfr4	Signaling by FGFR	Reactome	Control(indirect)	NO	NO	Mouse
Fgf5_Fgfr4	Fgf5	Fgfr4	Signaling by Receptor Tyrosine Kinases	Reactome	Control(indirect)	NO	NO	Mouse
Fgf6_Fgfr1	Fgf6	Fgfr1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr1	Fgf6	Fgfr1	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr1	Fgf6	Fgfr1	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr1	Fgf6	Fgfr1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr1	Fgf6	Fgfr1	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr1	Fgf6	Fgfr1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr1	Fgf6	Fgfr1	Melanoma	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr1	Fgf6	Fgfr1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr2	Fgf6	Fgfr2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr2	Fgf6	Fgfr2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr2	Fgf6	Fgfr2	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr2	Fgf6	Fgfr2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr2	Fgf6	Fgfr2	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr2	Fgf6	Fgfr2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr2	Fgf6	Fgfr2	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr3	Fgf6	Fgfr3	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr3	Fgf6	Fgfr3	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr3	Fgf6	Fgfr3	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr3	Fgf6	Fgfr3	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr3	Fgf6	Fgfr3	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr3	Fgf6	Fgfr3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr4	Fgf6	Fgfr4	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr4	Fgf6	Fgfr4	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr4	Fgf6	Fgfr4	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr4	Fgf6	Fgfr4	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr4	Fgf6	Fgfr4	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf6_Fgfr4	Fgf6	Fgfr4	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	Melanoma	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	Breast cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	Signaling Pathways	Reactome	Control(indirect)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	Signaling by FGFR	Reactome	Control(indirect)	NO	NO	Mouse
Fgf7_Fgfr1	Fgf7	Fgfr1	Signaling by Receptor Tyrosine Kinases	Reactome	Control(indirect)	NO	NO	Mouse
Fgf7_Fgfr2	Fgf7	Fgfr2	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr2	Fgf7	Fgfr2	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr2	Fgf7	Fgfr2	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr2	Fgf7	Fgfr2	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr2	Fgf7	Fgfr2	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr2	Fgf7	Fgfr2	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr2	Fgf7	Fgfr2	Gastric cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr3	Fgf7	Fgfr3	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr3	Fgf7	Fgfr3	Ras signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr3	Fgf7	Fgfr3	Rap1 signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr3	Fgf7	Fgfr3	PI3K-Akt signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr3	Fgf7	Fgfr3	Regulation of actin cytoskeleton	KEGG	Process(activation)	NO	NO	Mouse
Fgf7_Fgfr3	Fgf7	Fgfr3	Pathways in cancer	KEGG	Process(activation)	NO	NO	Mouse
Fgf8_Fgfr1	Fgf8	Fgfr1	MAPK signaling pathway	KEGG	Process(activation)	NO	NO	Mouse
